id;text;sentiment
5136;Já devia estar a dormir mas continuo aqui :);1
5137;@marneutel Tenho uma preparada para ti :);1
5138;@_elaniacristina Sim, incrível essa distância. Mas já inventaram o avião a jato :);1
5139;@bieberpurpowse Pode :);1
5140;@n_e_datuaconta Ai Mada, n deves ir pela fama a pessoa tem. Tens q ter uma opinião própria :);1
5141;@harmony_dope indo :) e com vc?;1
5142;@OpzCarla @YouTube Haha que engraçada você, vai me tombar com Vikings também agora? :);1
5143;@raquelviegas7 É por isso que somos amigos :);1
5144;@Giovaannabarros Se segura não, manda logo :);1
5145;"Vídeo ""dedicado"" ao @andre_pilli , tudo bem que falei umas palavras nada vê no vídeo mais e difícil focar em duas coisas :) tem memes XD";1
5146;Ando sem paciência para aturar certas coisas, por isso deixem-me em paz :);1
5147;@Barbara_G_Rocha Não sei aí, mas em SP visitei umas que nem eram tão caras assim. Tomei espresso por 4 ou 5 reais :);1
5148;@Adrixnaul17 De nada :);1
5149;@OTeuTempero EU NÃO perguntei :);1
5150;@t3ddyyyyy eu te amo :);1
5151;@lela_qb1 lindísimo gif :-);1
5152;isso aconteceu uma vez na vida comigo :) https://t.co/rm1Dpyq3Ci;1
5153;de nada :) https://t.co/nBYhEUtoJb;1
5154;@SrXamork Lindo bigote :);1
5155;#BTSBBMAs meu amor, para de falar que eles são gays eu já sei disso até shippo :);1
5156;"Meus filhos merecem :)
I am voting for @BTS_twt for TOP SOCIAL ARTIST #BTSBBMAs";1
5157;@Gsnicolau vi :) pensei em gritar o teu nome mas n t quis envergonhar;1
5158;@Abel_Ferreira Acorda, não é inverno ainda :);1
5159;@SkyOrangeSW tenho 500 subs VOU DIVULGAR O SERVER AQUI AGR ME DA TAG (MINIYT) :);1
5160;"Cheguei em ""casa"", mas to exausto então ainda amanhã não vamos ter vídeo. Mas amanhã gravo pra vocês :)";1
5161;Aquele seu amigo que vem te jogar na cara que beijou uma garota GATA PRA CARALHO :);1
5162;Muita calma msm, pq já falta menos d dois meses para os exames :) https://t.co/KqyzfDjv0L;1
5163;@lindseykort Is he quite vocal? :);1
5164;@indiposamigos ya às vezes identifico-me com alguns tweets q metes :);1
5165;@gerghas @Bucio Eso se va a descontrolaaar, ja ja, Felicidades @Bucio  :);1
5166;Adivinha quem tá perdendo a janta por causa dessa votação??? :) #BTSBBMAs;1
5167;@larryfatal sábado, o harry é sexta :);1
5168;Foi ótimo rever minha primeira host family :) https://t.co/RUnKR8ZRIj;1
5169;@LoiraNoob Melhoras :);1
5170;So eu sei :);1
5171;@lrente eu para ser mais rigoroso estou mais a ouvir do que a ver, mas deu para perceber que n sei nada sobre isso da cmtv :);1
5172;So tu fazes :);1
5173;@SportingCPBr de nada :) beijo, Marcelo;1
5174;@SmithRaps Investigative reporting :-);1
5175;@magconfhelp Hayes ou Nash tbm? :);1
5176;@cogucsgo dahora mano... Dedicação e mesma vontade daquela epoca q voce chega la :);1
5177;Nasci triste e vou morrer assim mesmo :);1
5178;@Gat0Alts De nada :);1
5179;Comia te — Não tens talheres para mim :) https://t.co/3fGXwBL99V;1
5180;Tenho um útero :);1
5181;@MadMaxyne É uma barriga muito agradável! :);1
5182;@deusbanazol se não tiveres boas notas no 9 ano não vais para a universidade :);1
5183;Sim, um livro. E vou ter assunto na ceia de Natal :) https://t.co/DruQrSoFCg;1
5184;Quando acordas para a vida e entendes que é bIa? :) https://t.co/POJXCGmpRf;1
5185;Pelo que li só dá por telefone, site e facebook, mas se der aqui to aqui se quiserem :) https://t.co/kCWd8gRIwM;1
5186;"@vivianerodrig_ @Camila_Cabello Não vou :)
Obrigada por tudo, sério mesmo.";1
5187;@a_rosa02 @a_laroussi @inesnalvess De nada :);1
5188;"como eu não tenho criatividade vou só ficar dando rt :)
i vote for @BTS_twt for the #BBMAs Top Social Artist Award #BTSBBMAs";1
5189;@lovenamjin bem-vindo ao Twitter mais flop do site ..Obg :) I vote @BTS_twt for the #BTSBBMAs Top Social Artist Award;1
5190;"acho q vou pegar meus 10 reais e meter o loco nessa cidade sem ninguém na rua e que tudo é caro pra mim 
:)";1
5191;Dia de hoje foi tão legal, brinquei mais que criança :);1
5192;@kethhfaria Parece-me bem! Muito bonito! :);1
5193;@jorge_ferrete Não penses que tudo é para ti fofinho... Isso fica te mal :) boa noite;1
5194;@Pedrpereira13 @rafasousa2ois @dmartiinnss @CospeGula De nada :);1
5195;¡Excelente álbum!       :) https://t.co/pUX92EMXkQ;1
5196;@saidaquicao Obrigado :) digo te o mesmo;1
5197;Amanhã só tenho 2 aulas, uma às 10h e outra as 17h :);1
5198;nao confiem em mim :) https://t.co/ruzFPkilRk;1
5199;estudar geologia o dia todo sempre foi o meu golos de vida, mas como eu adoro calhaus :);1
5200;pessoa :);1
5201;"A gente so ta na frente pq em vez de falar mal dos outros nois ta votando :)

I vote for @BTS_twt for the #BBMAs Top social artist award";1
5202;Amanhã só entro as 10:35, obg vida :);1
5203;@metropolispace Pois não, jardim :);1
5204;@_L4ura_ @BTS_twt @BTS_twt Mesmo assim dá RT :);1
5205;@JoamelJ26 Hahahahahahaha  a todos nos pasa :);1
5206;@diogo1908 @driikafonseca @caarolzinha98 @BurgerKingBR Faz isso :);1
5207;São mesmo que cor os olhos — Azuis :) https://t.co/2lRtyIG6Cl;1
5208;quem ainda não me segue no insta, sigam lá tecuidopaolla :);1
5209;@LaurenJauregui amorzinho, como você ta? já bebeu água hoje? não esquece não :);1
5210;O único cigarro q tinha partiu-se :);1
5211;Eu sinceramente amo trabalhar :);1
5212;@TigreAnao @CSGODicas Salve mano, tava procurando alguem pra fazer um pra mim :);1
5213;@O94KAI @mozao Eu sei nenê :) Ainda bem;1
5214;"@MrsJustinJB @bwbypj @cashastral @maxwellmirand18 @majutrindade MOÇA, TE AMO, ME BJA, VAMOS CASAR-q

APRENDAM COM ESSA GURIA GALERA :)";1
5215;@Francis93265024 A vida continua, nunca te esqueças! Obrigada :);1
5216;@dzspcito Olha tu kkkkk uma porquinha :);1
5217;eu acho essas plantas lindas demais!!! ♡ comentem o que acharam?¿ :) @ Brazil https://t.co/1yEnBdldxx;1
5218;"@feckofficial @BTS_twt Ain miga min abraça
Tenho 2 utt pq sou desses
:)
#foradalei
KKKKKK";1
5219;@akon 6 milhões de seguidores no twitter :) https://t.co/lfdztf0Ouh;1
5220;.@bxngguk AAA BIA por favor naoooo. eu adoro vc na timeline serio. sei que a gente nao conversa mas eu fico :-) quando vc aparece;1
5221;Cão yoga :) https://t.co/K64jrlmzY2;1
5222;To ótima :);1
5223;@SamsungBrasil @taekiIIs FAÇAM CAPINHAS DO BTS OBG :);1
5224;Depois vou fazer uns spams e indiretas pra vocês usarem quando elas estiverem on. :);1
5225;Tou farta de n ter rede aqui :);1
5226;@t3ddyyyyy voltei a sorrir :) https://t.co/nSBxIxOqHR;1
5227;O dia foi bem produtivo. Quero mais dias assim :);1
5228;Seus pais sao dboa com vc? — Simm :) https://t.co/jrXf9txhM9;1
5229;@MagalhaessJu Precisar tamo as ordens ! :);1
5230;"Meu note não quer iniciar 
:)";1
5231;@Arialittlelarry Da Lucy? Sou sim :);1
5232;so pensando no estresse que essa semana ira me causar :);1
5233;Tou na bed e tou na bad :);1
5234;@deepdrowningx @boithatscringy Ate deixo voces criarem se quiserem :);1
5235;@Fifthcabelloxs Porque todas já saíram e só ta Dinah no grupo :);1
5236;saiu o ultimo video do dia :)!! https://t.co/dRgdxoV4Ds;1
5237;"Tão bunitu ver gnt de outros fandons ajudando as armys :)

I vote for @BTS_twt for the #BBMAs Top Social Artist #BTSBBMAs Award";1
5238;Já chega com os 2 pés no LIKE galera :) https://t.co/HP0tHbtQs2;1
5239;Tô escutando agr :) tem até dedicatória e nossa realmente mt bom;1
5240;@LottoNog wow eu qr fazer anos mais vezes p n me falares mal :);1
5241;@CludiaRocha12 SM conheci -te na natação ahah, adoro as fotos q tiras e és mt simpático :);1
5242;Não sei nada* :-) https://t.co/BZHoGtteSo;1
5243;Hoje assinala-se o Dia da Dança :);1
5244;"Eu amo dormir :)
#BTSBBMAS";1
5245;Desconfie sempre. :);1
5246;@CludiaRocha12 S só te conheço pelo twitter mas identifico-me mt com o que publicas e acho-te mt gira :);1
5247;"I am voting for BTS for TOP SOCIAL ARTIST at the #BBMAs. RT to vote! #BTSBBMAs
Completei o cem tt mais continuarei votando amanhã :)";1
5248;@awkweirkz e foi assim que me safei dum unfollow :);1
5249;Namoras? — Sim namoro :) e tu ?? https://t.co/WIStdqbMp8;1
5250;@CludiaRocha12 MD pareces ser mt simpática e bem disposta, acho-te mt gira :);1
5251;@RubenftArepa_ Felicidades :);1
5252;"Já não é dia do trabalhador :)
VOLTEM PARA AS OBRAS SEUS TROLHAS";1
5253;Começando mais uma live :) via Restream.io;1
5254;"Desculpem é q sou mal educada as vezes deem RT Sorry :)

CC1IsComing

#PREMIOSMTVMIAW #MTVINSTAGLCABELLO";1
5255;manda dm — mando :) https://t.co/j3kJtepbTq;1
5256;Fico a ver os Cavs ou não? É que amanhã às 6h estou em pé :-);1
5257;@atesaileite Obrigada :);1
5258;tenho dores e o meu pensamento e logo ir fumar :) eu bato mal;1
5259;descobri q gosto de citypop, só faltava saber o nome certo :);1
5260;@AnnyLancellote8 @JBprojetoo2 @karolribeiro28 Sim :) Acho que usei as palavras da forma errada. #BTSBBMAs;1
5261;tava gatinha ontem — hihi :) obrigada https://t.co/tAt9qfVtPw;1
5262;no caminho do bem :);1
5263;E ctz que vou chega e dormir :);1
5264;"O brilho do BTS é tao forte q nenhum hater nunca vai consegui apaga :) 

I vote for @BTS_twt in #BBMAs for Top Social Artist Award #BTSBBMAs";1
5265;"Tava 10 FPS aajalaosjaaaka
Instalei o optifine e foi pra 30 :) https://t.co/taiV4pyaY6";1
5266;@VouVotaMuitoBTS @BTS_twt aah, obrigada! vou consertar meus votos então. :);1
5267;@anapaulaagc Meu dinheiro tá com preguiça, quer pagar uma bomba pra mim? :);1
5268;COMO ESTÁS????? — Deitada :) https://t.co/OOMUDjFFBi;1
5269;Tenho buéeeee que estudar inglês, ando a brincar bue com a vida :);1
5270;@hoodamnesia Segui amr, é oopsvivih :);1
5271;@1Norminho Paǵina de humor, print numa conversa com meu amigo... anotado sua opiniao :);1
5272;Eu prefiro a noite amo a noite — É como eu :) https://t.co/nyE6Cij1Gw;1
5273;Tudo namorando menos eu — Pois :s vais ver que mais cedo ou mais tarde aparece alguém :) https://t.co/H8iIo5L9Ja;1
5274;Topper msm eh eu n poder falar com a minha namorada pq ela ta com medo da mae dela pegar o celular e descobrir que ela namora uma garota :);1
5275;@wingslights seguindo :);1
5276;"Votar!!!!!... :) 
@ElJuanpaZurita 
#MTVINSTAMXZURITA 
#MTVCONZURITA 
#PREMIOSMTVMIAW";1
5277;"Emoções, Aprendizado e Experiência... :)

Aos 50 e poucos anos, eu já passei por mais de uma centena de emoções,... https://t.co/zFQGRtOzar";1
5278;"fazia tempo que nao tomava beats secret... (vermelha)
tomei o primeiro gole veio umas lembranças boas do ano passado :)";1
5279;Sinto-me uma caracoleta feliz :);1
5280;Parabéns telmaço!:D Pah q tenhas um excelente dia de anos!:) da lhe  dá-lhe dá-lhe xD @dinis_telmo;1
5281;@felipedmes te falei que tinha uma pegada na edit de evak e emison por conta da música :);1
5282;@Tainhaalvinegra Pois então... Pra algum lugar aquele povo q trabalhava lá tinha que ir né :);1
5283;ELEIÇÕES 2018!!!! :) https://t.co/e9uSYCFSDg;1
5284;@Garcia_Itaipu Vale mais a pena levar a menina no Maraca. :);1
5285;Tô derrotada porém feliz :);1
5286;"É legal brincar de ser jovem maconheiro
Você compra a droga, financia o tráfico e indiretamente contribui pra morte de inocentes :)";1
5287;"Tu mesmo :)
Homão https://t.co/CTyOPWT0Rt";1
5288;Já tenho :) ♡♡♡ https://t.co/BhBgriqN3h;1
5289;Foi não. Ficou bacana e a gente agradece :) https://t.co/bAGsVbxNNB;1
5290;@hslsey estou muito bem, obrigado! :);1
5291;@dzspcito Isso fica me imitando :);1
5292;@smgnajaz Tá a caminho, deve estar dentro do carro ainda... :) https://t.co/Jjo9YQQ6x8;1
5293;@matatias Obrigado! :);1
5294;@LouanaDornelas @radiotalentfm @justinbieber Vai ajudar o bts, obg de nada :);1
5295;@jayaramusviak relaxa minha fia vai não :);1
5296;"Existe coisa melhor do que feriado em plena segunda?
Sim, BTS na frente. :)

I vote for @BTS_twt for #BBMAs Top Social Artist #BTSBBMAs";1
5297;@louistselection olha quem voltou :);1
5298;@WeebFodido nhaaaaaaaa valeu :);1
5299;"https://t.co/0Vt8QK5Dk1

https://t.co/Vmz3ql2O3O… — A aqui algumas que ainda não ouvi :) mas vou ter que ou… https://t.co/iP19yF40EC";1
5300;@cheiamal @xkylerx_ continuem :);1
5301;"Também amo caracóis 
Então miúdas de cabelo aos caracóis e outro nível — É né :) as vezes fasso :) https://t.co/lHTvqd3eu1";1
5302;@piacalixto Comecei já! :);1
5303;Já vou começar minha semana com cinco aulas de matemática :);1
5304;Ganhei US$ 60 jogando csgo ..... :);1
5305;"Confira ""Samurai Gourmet"" na Netflix
https://t.co/WUDBsW8R8W @BetoMRG @affonsosolano @DiogoMRG já assistiram? Não vejam com fome :)";1
5306;Estas mensagens carinhosas estão-me a deixar carente :);1
5307;Vai sair vídeo agr :);1
5308;"@rolzinha_ ;) tá bom então.  Sua opinião não podemos mudar ela :)";1
5309;Gente, eu sou army a pouco tempo... Oq é army selca day? Quando acontece? To bem perdida :);1
5310;@DaphneMichelle6 de nada :);1
5311;@laiusca :) aos poucos a gente faz. Tem dia que faz muito, tem dia que não consegue de novo;1
5312;Cheiro de biscoito nos dedos. :);1
5313;@XixilaGirafaGrl ta aushaus vou votar mais 99 vzs :);1
5314;@dainezfernanda De nada fernanda :);1
5315;Parabéns miúda!!! Adoro te :) se precisares de alguma coisa já sabes!!! https://t.co/M1jwfnfVkV;1
5316;@ProjetoJBFollow Sim, super de boa se a pessoa morrer engasgada com o cell :) #JustinBBMAs;1
5317;"MINHA MÃE CHEGOU :)
COMIDA ELA IRÁ FAZER

I vote for @BTS_twt for Top Social Artist at the #BBMAs! #BTSBBMAs";1
5318;@paula_voleio Assisti Invasão a Londres e achei bem bom. Já a mozao achou meia boca. E eu tinha feito tanta propaganda do filme :);1
5319;@QGdaAnitta Amei demaisssss, sem duvidas a melhor cantora do mundo! Só sei amar :) S2 @Anitta;1
5320;@janwathier @linkinpark para o meet do Brasil é até dia 11 de maio :);1
5321;@sergiolavos Gabo -lhe a paciência :);1
5322;E isso é ótimo, porque eu não me importo :) https://t.co/W27fVY2AMN;1
5323;vou bater a minha cabeça na parece até explodir pra parar de pensar nisso :);1
5324;@_laeercio Vou falar pra ele que você falou mal da letra dele :);1
5325;@BrancasMeias @YUGYEOMORE @LuisMariz @justinbieber Miga desculpa te dizer...mais vê votou dois anos errado :);1
5326;@Pamelithapetiit De nada :);1
5327;@MlNHYUKGlRL estou indo :);1
5328;@lollyposey Seguindo :);1
5329;@positivelylmj parabéns!! :);1
5330;#BTSBBMAs Se bts ganhar eu grito FIRE no meio da rua :) RT se vc tbm;1
5331;@__madafackaa cartão vermelho :);1
5332;Isso é que era...!!! :) https://t.co/Sul8ptccMW;1
5333;Se puderem compartilhar ficarei grato :);1
5334;Vídeo da Feira de Moda Sustentável RS que rolou no último sábado :) https://t.co/4EgQvkJsTX;1
5335;Eu desafiei Ziggy e venci :) Vamos jogar! #BrainWars https://t.co/u5vGNYjfS4 https://t.co/hhUFv3GTJe;1
5336;Hoje só quero a pureza disso comigo... Verdades de olhares sinceros onde posso encontrar abrigo :);1
5337;Vou começar a live :) osndodnd que vergonha - Mare;1
5338;Deixei o tabaco no ctx e vim p lisboa :) agora só tenho dinheiro p 1 nite;1
5339;@drleomaia78 @lcportinho Sim. E tudo começa por valor à vida. Israel (voltando :-) troca um guri e da mil terrorist… https://t.co/FKxQoE23gn;1
5340;@takeshilol1 @Sev7nHUE vc é o melhor mid laner do brasil :);1
5341;"Assistiria horas e horas o programa #ladynight ,morrendo de rir com a maravilhosa @Tatawerneck,ela é  fo...! :)
#multishow";1
5342;"E saiuuu!
 Esta é a primeira resenha de meu livro :) https://t.co/G1ldV0Nw4J";1
5343;:) Alegré;1
5344;que você seja muito feliz :) https://t.co/AXzrxybCBX;1
5345;"@Dyodoreu_zen @ChannieMaromba Eu estou nos dois fandons 
Enquanto eu voto eu dou view pra EXO :)";1
5346;"@omalestafeito @papintoff @DiogoLaranjeira Logo vi que nesses programas as votações são todas compradas, é a produção que decide tudo!!!
:)";1
5347;"@jpurposw exato!! Mana ou mano, não sei aliás, qual é seu nome? Foi muito bom conversar com vc hj de verdade :) gostei de te ""conhecer"" haha";1
5348;@fiu_consultor Muitas vezes não enxergamos por causa do que há dentro de nós mesmos. Somos nossa própria cegueira. Deus NOS abençoe! :);1
5349;@BTS_MyWings prontinho :);1
5350;@GustavoPessotti merece um ossinho :);1
5351;vou passar no mínimo 12h fora de casa amanhã :);1
5352;@limasbeat n sou seu namorado :);1
5353;@inconseguir os outros estão todos bloqueados. :) e se aparece algum novo incomodativo, também leva logo block.;1
5354;"@Pirulla25 @johnreillybr Então ""aqui tem café no bule"", Pirula?
:) Rsrsrs";1
5355;Fiquei comovido depois de ler isto, pequenas atitudes que se tornam enormes sem anos apercebermos :) https://t.co/1V4yLThzrt;1
5356;#JogandoDecisivo essa Atlético levaa :);1
5357;@EXOeBTSeGOT7 @BTS_twt muuuuito obrigada :);1
5358;@LinekerMC Aquele que no lago se afogou :);1
5359;"Conheço

Eu :) https://t.co/zj0QjQNuk3";1
5360;Uma plástica também :) https://t.co/vutpUfCWUy;1
5361;@sonsoflagertha é pra n bagunçar, ai amanhã tu só passa um revitalizador pra dar um up :);1
5362;Uma de nossas adms, @kahhzita é de Guaxupé e inclusive estava por ai nesses dias :) https://t.co/dxXkdQXpK1;1
5363;acabou o feriado! :);1
5364;depois q a tomada do chuveiro explodiu eu n consigo mais tomar banho quente pq volta aquele cheiro de queimado de novo :)  #BTSBBMAs;1
5365;Kkkkkkkkkkk espertinha mano — eu sou né :) https://t.co/i81NHi3I6q;1
5366;gozam cmg até onde eu deixar pq antes d saberem cenas d mim já sei metade do vossa vida :);1
5367;"@imbizita Comenta meu tweet que eu vou gostar :)
de preferência um 
OI";1
5368;É tanta gente falando de mim que vou acabar me sentindo importante :);1
5369;GF Galera 70 seguidores Brigadão ae :);1
5370;Saudade do orkut :);1
5371;nem todos tem a condição de comprar ingresso a esse preço não, todos nós temos o direito de cobrar :) https://t.co/40P6Xea5Cz;1
5372;@EduardoAragn aaaa blz :);1
5373;@baepsanna eu posso tentar ver no trabalho quando meu chefe viajar :-);1
5374;I liked a @YouTube video https://t.co/m68TT0E1vq Calma, estamos voltando :);1
5375;Novo Vídeo acabou de sair :) https://t.co/AYBT8N0G3Q;1
5376;Tive que silenciar certas pessoas no Twitter pq eu não sou obrigado :);1
5377;@livsbb É curtinho, mas espero que valha a pena. :);1
5378;Muito legal isso ai... mas só olhe se já tiver visto o filme ou vai tomar spoiller na cara....:-) https://t.co/n9RNdxDfYX;1
5379;@tetelacerda_ pede algo e me convida para comer junto :);1
5380;@MicrosoftAjuda Obrigado pela informação :);1
5381;Oouu Congrats :) https://t.co/vBk0oVapDI;1
5382;Se é pra tocar na ferida nóis coloca a mão toda e ainda aperta :);1
5383;Sei que amo sentir, amo o excesso e as vezes leio coisas que acho que foram escritas pra mim. Eu amo poesia. :);1
5384;É bem difícil, porque ela só segue muito em follow spree. Raramente por mention :) https://t.co/CKfF1ZAy5g;1
5385;@legaline_ Obrigado :);1
5386;Texto massa de Karina Vieira, do AUR,, sobre Dear White People :) https://t.co/dYoGhck1yk;1
5387;"@Katherwnee Que bom :)

GO MENDESARMY
#ShawnBBMAs";1
5388;@safetymukee De nada :) só a verdade;1
5389;3 finais de semana q n saio, tô virando menino pra casar :);1
5390;@PaattyK Então vc vai procurar alguém que já tenha casa e alugar quarto. :);1
5391;"@ibreathjeon agr não
vou ajudar na votação
passei o dia todo sem votar :v
mas dps sim :)";1
5392;Sempre bom lembrar: ative as notificações para ficar por dentro das notícias :);1
5393;"@hemiltonisbae Okay espero você! :)

GO MENDESARMY
#ShawnBBMAs";1
5394;❥Retribuídos 20 likes amore do game do @MundodaMooda. Obrigada pela partici… — Obg :) e não faz mal eu compreendo:) https://t.co/OLXc39rnvY;1
5395;@tterla seus olhos q são :);1
5396;@larissasschmitt feito, eu tbm gosto de ti :);1
5397;@Fa_riber @ARAOCRF @dieegosuficiel Valeu :);1
5398;@Flokiinho_v tem insta, a dm do Twitter ,é muito bugada shaushau :);1
5399;Vocês já fizeram alguém sorrir hoje? :);1
5400;@ManuelFdoVale1 obrigadaa, é muito bom saber que alguém lê, dá valor é compreende o que escrevo :) obrigada;1
5401;foo :) : 2125ba30-e73a-4409-aea6-616889202a67;1
5402;eu te amo n te odeio — humm se decidiu :) é nois https://t.co/UQXLuIbzSV;1
5403;primeira vez que eu queria ir em balada bem na semana de 2 domingos seguidos de simulado :) gwnte é o universo nao pode SE;1
5404;Jornalista adora reclamar de jornalista, mas agradeço aos que falaram comigo sobre a agressão que sofri da PM :);1
5405;@felps53 Só tem a versão antiga vou trabalhar agora para atualizar o android :);1
5406;@emsgonc Hehe nao mintas :);1
5407;@juliathediver meu pai baixava e botava todos eles em dvd pra mim quando eu era criança. :);1
5408;Pra quem não pode acompanhar a entrevista com as meninas que está acontecendo agora, vamos tweetar um pouco sobre pra vocês! :);1
5409;Preciso de amigos novos :);1
5410;@tecno_boy @Laranjito76 Eu descansei só ontem e mal. :);1
5411;@Bento16Moreira @YouTube Sim meu querido :);1
5412;"Qndo vc Tá xonadinha no Crush :)
#VerificaAmorimVivian https://t.co/qaxhCWP1Uz";1
5413;@iorran_nunes @nbadamassa_ Não obrigado :);1
5414;:) @ Berisso https://t.co/noFeYYzkgs;1
5415;Amanhã vão tar 12 graus às 8 da manhã e eu vou ter que ir de calções para a escola a pé, excelente :);1
5416;@paulinhadnn De nada! Mande sempre!! :);1
5417;Eu nem sabia que tinha tema as festas. Adorei isso e dá pra ver quem tá indo de acordo. Achei massa :);1
5418;Mulher também admira homem com postura, que não rende pra qualquer uma :);1
5419;@Flor_direct @BestHarrySBR boa sorte amor :);1
5420;@rafaelapfs Gostou :);1
5421;alpha lagadooooooooo pra carai :);1
5422;@luiseoliveiraa porcausa minha e do pedro :):):):);1
5423;@tecno_boy @Laranjito76 :) está tudo bem, vou já dormir.;1
5424;Na verdade o correto é: bolacha :) https://t.co/SmN8A6XlHd;1
5425;Tudo mundo sabe o que acontece na minha porque boto tudo no Twitter :) https://t.co/eQ2MwZjWHS;1
5426;#SertanejerNoTVZ eu esto hahaha :);1
5427;@Th3fuck1nk1ng não xingamentos! Mas tem certas coisas que não precisam ser ditas :);1
5428;soltei minha raiva, meu neném tá em um lugar melhor com a mamãe dele, esses amigos são unidos pra caralho.. tô até um pouquinho feliz :);1
5429;@OrgullodeKxrol Linda ♥ obrigado :);1
5430;Bem tmb — Que bom :) https://t.co/HbEKJauEI7;1
5431;@AsuClockworker eu estou sem ideia e com sono então , está por sua conta :);1
5432;ahaha a Torre Eiffel é o resultado de uma dose de viagra :) https://t.co/erGWiTXZ41;1
5433;@AMosnter @Limiuk @BTS_twt Vale sim :) esse ano tá liberado pode usar foto ou gif;1
5434;Vou continuar o imagine do Jungkook vampirão agora :);1
5435;Aliás, já tive, mas os fdps dos meu irmãos nunca queriam ir p lá e então a minha mãe decidiu vender :);1
5436;@lucamrt Acabei de comer :);1
5437;@AnaPaulaVolei Faz mesmo :);1
5438;@sdbeales é bem legal se você assistir espero que goste :);1
5439;Tô amando esses twt do Victor, me deixa até melhor :);1
5440;"E tem coluna do Tavinhu Furtado no ar :) 
Vem conferir a bela programação do Reino Unido em comemoração ao 50º... https://t.co/YeZtEuumtP";1
5441;"@Ricardogni @CASSELLi_ @_felipemelo_ Nao seja ""politicamente correto"". :-)";1
5442;Gostei deste vídeo GTA ONLINE V CORRIDAS ONLINE https://t.co/AFV2kwHTDH :) https://t.co/9IbDtLTfri;1
5443;@_BritoLoureiro Relaxa. Tamo junto. Mas to trampando!!! :);1
5444;Muito bonita você :);1
5445;amanhã é dia de abrir a caixa de lembranças e fotos como eu evito fazer o ano todo e pensar o quanto eu amo ele :);1
5446;@LadyDarkly Eu tenho esse DVD baita show :);1
5447;"Divino!!! :) &lt;3 
veja &lt;3 https://t.co/dyyM83SAq6 https://t.co/Y7q5uvAHcY";1
5448;Minha primeira e singela contribuição pro @CamisaVinteEUm . Dá uma moral aí galera. :) https://t.co/vBBCepvHZu;1
5449;Quando :) eu :) uso :) essa :) carinha :) eu :) tô :) bolada :);1
5450;Um sino. Boooong! Você clica receberá uma notificação a cada vídeo novo. É o sino da alegria! :)… https://t.co/hdgYTYuhgS;1
5451;@PaulaCrystalina @Laranjito76 Vou ficar atento a ver se vais mesmo :);1
5452;cara a Maria é tão amor, eu fico triste quando lembro q não gostava dela :);1
5453;A semana fica bem melhor quando começa na terça haushaus :);1
5454;@souainesads ir p ecrã principal e ver a foto de fundo, até durmo melhor :);1
5455;@blvckdollaz não tem como!! :);1
5456;01:01 vou-me foder amnh de manha :);1
5457;meninas que se irritam com as amigas :);1
5458;Opa, acho que enquanto a votação durar, vão ser dias cansativos pras haters :) (MUAHAUAHAUAHAUAH) #BTSBBMAs;1
5459;@EquipeDirection oii!Eu ficaria mto feliz se vcs dessem uma olhada no meu cover de ESNY e me ajudassem a divulgar :) https://t.co/xSgvCNUwZo;1
5460;"E tem coluna do Tavinhu Furtado no ar :) 
Vem conferir a bela programação do Reino Unido em comemoração ao 50º... https://t.co/Q2W8Pdki1I";1
5461;@FranciscoSous22 E publicidade :);1
5462;@marco_bello @andregalvaofer Irmãos gêmeos. O na tela da Band é o André Galvão. O daí do estúdio da Transamérica é o Galvão André. :-);1
5463;@dsngerouswift @ariwbts @arianagrandebr As kpoppers ficam gastando tempo discutindo com ela quando poderiam estar votando :);1
5464;"#BTSBBMAs
Votem sem brigas :)
I vote for @BTS_twt fot the #BBMAs https://t.co/VQY5sbwjXy";1
5465;@1DCharts oii! Ia ficar mto feliz se vcs dessem uma olhada no meu cover de ESNY e pudessem me ajudar a divulgar :) https://t.co/xSgvCNUwZo;1
5466;a camila e a ray tão discutindo no grupo KKKKKKKKKKKKKKKK pelo simples fato da camila não ter coração :);1
5467;@ProjetoJBFollow Se demoram pra me responder eu duplico o tempo e demoro mais :) #JustinBBMAs;1
5468;@Bug_Boo12 @ASabrinaBarbosa Sério?? Achei que fosse mais velha :-);1
5469;"@whatsfakebts Era pra eu estar atualizando minha fanfic...mas eu tô ocupada votando :) 
I vote for BTS for the… https://t.co/46TyHS7Sc5";1
5470;meu coração chega ta doendo pra prova :);1
5471;"@robertocarlos essa aptidão.  Bacana ""Meu São José"" . TEAMOMUUUIIITTOOO
Beijos meu bem. :)♥♥";1
5472;"MORRI....

Voltei pra votar mais :) #BTSBBMAs https://t.co/wOhX6MudmN";1
5473;#BTSBBMAs é noiz é bts é billboard é prêmio é carinha de satisfação :);1
5474;@fermosca agora tá, estou me recuperando e volto no médico amanhã. :);1
5475;Olá, postei vídeo novo no canal,passem lá :);1
5476;A trilha sonora continua FODA :);1
5477;"@biaimoral https://t.co/qhQjk1QLl4
Aqui! Faz uma conta e vai rapidinho! :)";1
5478;run ou i need u? — Por que isso, Mille? Não consigo escolher :) https://t.co/MJpsFM2BKG;1
5479;volto de madrugada pra pertuba mais :) /helena;1
5480;"Apenas gostaria de dizer EU TE AMO SEOKJIN, obg :)
I vote for @BTS_twt Top Social Artist Award #BTSBBMAs";1
